Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.",
C1667,C1667,C1667,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2204,59,356-151 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,1240K,1,..,50802,30938,U,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",..,..,328,T2b34,..,0.034,..,ds.half,L4920,PASS,..,
C1672,C1672,C1672,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2247,57,396-198 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,1240K,1,..,310348,187633,M,n/a (no relatives detected),..,..,280,J1b1a3,..,0.048,..,ds.half,L4923,PASS,..,
C1673,C1673,C1673,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2229,47,361-197 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,1240K,1,..,765305,443231,M,n/a (no relatives detected),..,..,359,U2e1b,..,0.043,..,ds.half,L4924,PASS,..,
C1675,C1675,C1675,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2226,59,379-173 calBCE,..,China_Xinjiang_Kuokesuxi_EIA_oWestEurasia,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,1240K,1,..,249076,143897,F,n/a (no relatives detected),n/a (female),n/a (female),320,T2b34,..,0.044,..,ds.half,L4925,PASS,..,
C1664,C1664,C1664,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2034,35,144-24 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,1240K,1,..,518367,304188,M,Xinjiang Family T (2 members) (C1668-C1664 have a 1d relationship),..,..,367,H101,..,0.028,..,ds.half,L4919,PASS,..,
C4276.SG,C4276,C4276,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2420,42,542-397 calBCE,..,China_Xinjiang_Qiafuqihaishuiku_IA_Scythians_Wusun_possible,"Xinjiang, Yili Region, Tekesi  County, Qiafuqihaishuiku",China,43.23,82.28,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,1030288,547217,F,n/a (no relatives detected),n/a (female),n/a (female),58,J1b1a1,..,0.095871835,..,ds.half,L7856,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C3318.SG,C3318,C3318,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2145,82,336-53 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,857626,454397,F,n/a (no relatives detected),n/a (female),n/a (female),117,A11,..,0.081362855,..,ds.half,L6253,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C3312,C3312,C3312,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2130,90,336-23 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,138191,83126,M,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",..,..,385,T2b2,..,0.04,..,ds.half,L4996,PASS,..,
C3315,C3315,C3315,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2038,37,152-23 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,792768,456880,M,Xinjiang Family G (2 members) (C3314-C3315 have a 1d relationship),..,..,518,M3,..,0.063,..,ds.half,L6135,PASS,..,
C3317,C3317,C3317,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2130,90,336-23 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,193835,118412,F,n/a (no relatives detected),n/a (female),n/a (female),418,D4j5,..,0.035,..,ds.half,L6137,PASS,..,
C3319,C3319,C3319,Tooth,2022,KumarFuScience2022,Context: Archaeology - Period,2351,231,800-1 BCE,..,China_Xinjiang_Caishichang_IA_oWestEurasian,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,535521,320744,M,n/a (no relatives detected),..,Q1a2a,385,U4a2,..,0.05,..,ds.half,L6139,PASS,..,
C3320,C3320,C3320,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2252,54,395-209 calBCE,..,China_Xinjiang_Caishichang_IA_oWestEurasian,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,788937,456607,M,n/a (no relatives detected),..,J2a1h2,428,U5b1b2,..,0.042,..,ds.half,L6140,PASS,..,
C3313,C3313,C3313,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2252,54,395-209 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,54747,34515,M,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",..,Q1a,427,U4b1a4,..,0.038,..,ds.half,L4997,PASS,..,
C3314,C3314,C3314,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2252,54,395-209 calBCE,..,China_Xinjiang_Caishichang_IA,"Xinjiang, Yili Region, Nileke  County, Caishichang",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,183797,113053,F,Xinjiang Family G (2 members) (C3314-C3315 have a 1d relationship),n/a (female),n/a (female),320,M3,..,0.048,..,ds.half,L4998,PASS,..,
C791,C791,C791,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2515,103,743-386 calBCE,..,China_Xinjiang_Dongmaili_IA,"Xinjiang, Yili Region, Nileke  County, Dongmaili ",China,43.6,82.46,Native Pulldown on 3.2M snpset,1240K,1,..,767903,444808,M,Xinjiang Family O (2 members) (C792-C791 have a 1d relationship),..,..,378,D4j3a,..,0.073,..,ds.half,L4852,PASS,..,
C792,C792,C792,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2515,103,743-386 calBCE,..,China_Xinjiang_Dongmaili_IA,"Xinjiang, Yili Region, Nileke  County, Dongmaili ",China,43.6,82.46,Native Pulldown on 3.2M snpset,1240K,1,..,316654,192490,M,Xinjiang Family O (2 members) (C792-C791 have a 1d relationship),..,..,467,F1b1+@152,..,0.027,..,ds.half,L4853,PASS,..,
C790,C790,C790,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2515,103,743-386 calBCE,..,China_Xinjiang_Dongmaili_IA,"Xinjiang, Yili Region, Nileke  County, Dongmaili ",China,43.6,82.46,Native Pulldown on 3.2M snpset,1240K,1,..,513763,311147,M,n/a (no relatives detected),..,..,556,T2b,..,0.061839414,..,ds.half,L4851,PASS,..,
C3324,C3324,C3324,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2245,53,386-203 calBCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,804445,460402,M,n/a (no relatives detected),..,..,391,H6a1b2,..,0.07,..,ds.half,L6142,PASS,..,
C3325,C3325,C3325,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2027,49,161 calBCE - 8 calCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,678663,399240,M,n/a (no relatives detected),..,Q1a2b2,426,D4j12,..,0.06,..,ds.half,L6143,PASS,..,
C3331,C3331,C3331,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2139,114,386 calBCE - 8 calCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,39119,24279,M,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",..,..,177,HV18,..,0.089,..,ds.half,L6145,PASS,..,
C3332,C3332,C3332,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2139,114,386 calBCE - 8 calCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,279413,169409,F,n/a (no relatives detected),n/a (female),n/a (female),320,D5a2a1b,..,0.048,..,ds.half,L6146,PASS,..,
C3333,C3333,C3333,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2218,54,361-174 calBCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,886761,499826,M,n/a (no relatives detected),..,..,492,H6b2,..,0.082,..,ds.half,L6147,PASS,..,
C3337,C3337,C3337,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2139,114,386 calBCE - 8 calCE,..,China_Xinjiang_G218_IA_Scythian_Yuezhi_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, G218",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,778230,449549,F,n/a (no relatives detected),n/a (female),n/a (female),461,C4a2c,..,0.113,..,ds.half,L6148,PASS,..,
C3316,C3316,C3316,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2027,49,161 calBCE - 8 calCE,..,China_Xinjiang_Guanjingtai_IA,"Xinjiang, Yili Region, Nileke  County, Guanjingtai ",China,43.8,82.51,Native Pulldown on 3.2M snpset,1240K,1,..,800448,462272,M,n/a (no relatives detected),..,..,387,C4+152,..,0.09,..,ds.half,L6136,PASS,..,
C1367,C1367,C1367,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),3084,47,1216-1052 calBCE,..,China_Xinjiang_Jirentaigoukou_LBA_Andronovo_Karasuk_possible,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,694350,406739,F,n/a (no relatives detected),n/a (female),n/a (female),449,H7b,..,0.042,..,ds.half,L6038,PASS,..,
C1358,C1358,C1358,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2181,72,356-106 calBCE,..,China_Xinjiang_Jirentaigoukou_EIA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,803344,464955,F,"Xinjiang Family R (3 members) (C1366-C1358 have a 1d relationship, C1366-C1364 have a 2d relationship, C1358-C1364 have a 2d relationship)",n/a (female),n/a (female),273,U5a1f1,..,0.104,..,ds.half,L6032,PASS,..,
C1359,C1359,C1359,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2256,55,401-211 calBCE,..,China_Xinjiang_Jirentaigoukou_EIA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,193530,118099,F,n/a (no relatives detected),n/a (female),n/a (female),381,C4,..,0.039,..,ds.half,L6033,PASS,..,
C1360,C1360,C1360,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2256,55,401-211 calBCE,..,China_Xinjiang_Jirentaigoukou_EIA_o,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,280744,168654,F,n/a (no relatives detected),n/a (female),n/a (female),459,T1a1,..,0.052,..,ds.half,L6034,PASS,..,
C1368,C1368,C1368,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2256,55,401-211 calBCE,..,China_Xinjiang_Jirentaigoukou_EIA_oWestEurasia,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,763763,444233,M,Xinjiang Family B (2 members) (C1368-C1362 have a 1d relationship),..,..,530,H15b,..,0.038,..,ds.half,L6039,PASS,..,
C1369,C1369,C1369,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2256,55,401-211 calBCE,..,China_Xinjiang_Jirentaigoukou_EIA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,830051,475114,F,n/a (no relatives detected),n/a (female),n/a (female),369,D4e1,..,0.054,..,ds.half,L6040,PASS,..,
C1362,C1362,C1362,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2256,55,401-211 calBCE,..,China_Xinjiang_Jirentaigoukou_IA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,141630,86466,M,Xinjiang Family B (2 members) (C1368-C1362 have a 1d relationship),..,..,382,R1b1,..,0.045,..,ds.half,L6035,PASS,..,
C1364,C1364,C1364,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2181,72,356-106 calBCE,..,China_Xinjiang_Jirentaigoukou_IA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,441847,265572,M,"Xinjiang Family R (3 members) (C1366-C1358 have a 1d relationship, C1366-C1364 have a 2d relationship, C1358-C1364 have a 2d relationship)",..,..,475,H101,..,0.03,..,ds.half,L6036,PASS,..,
C1366,C1366,C1366,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2181,72,356-106 calBCE,..,China_Xinjiang_Jirentaigoukou_IA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,466916,279171,M,"Xinjiang Family R (3 members) (C1366-C1358 have a 1d relationship, C1366-C1364 have a 2d relationship, C1358-C1364 have a 2d relationship)",..,..,485,U5a1f1,..,0.049,..,ds.half,L6037,PASS,..,
C1365,C1365,C1365,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),3246,55,1391-1200 calBCE,..,China_Xinjiang_Jirentaigoukou_LBA,"Xinjiang, Yili Region, Nileke  County, Jirentaigoukou",China,43.79,82.64,Native Pulldown on 3.2M snpset,1240K,1,..,382184,230860,F,n/a (no relatives detected),n/a (female),n/a (female),59,H13a2b3,..,0.068260234,..,ds.half,L7348,PASS,..,
C627,C627,C627,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2160,91,368-52 calBCE,..,China_Xinjiang_Tangbalesayi_IA_Scythians_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,1240K,1,..,430276,261164,M,n/a (no relatives detected),..,..,484,N9a9,..,0.026,..,ds.half,L4848,PASS,..,
C4263,C4263,C4263,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2160,91,368-52 calBCE,..,China_Xinjiang_Tangbalesayi_IA_oWestEurasia,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,1240K,1,..,333386,178133,M,Xinjiang Family K (2 members) (C785/C4263-C787 have a 1d relationship),..,R1b1a1a2a2,740,A8a1,..,0.041974206,..,ds.half,L7823,PASS,..,
C4257,C4257,C4257,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2160,91,368-52 calBCE,..,China_Xinjiang_Tangbalesayi_IA,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,1240K,1,..,216982,119238,M,n/a (no relatives detected),..,..,889,N9a9,..,0.052724267,..,ds.half,L7817,PASS,..,
C785.SG,C785,C785,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2160,91,368-52 calBCE,..,China_Xinjiang_Tangbalesayi_IA_oWestEurasia,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,651839,344429,M,Xinjiang Family K (2 members) (C785/C4263-C787 have a 1d relationship),..,R1b1a1a2a2,570,A8a1,..,0.050499352,..,ds.half,L5199,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C787.SG,C787,C787,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2221,56,368-173 calBCE,..,China_Xinjiang_Tangbalesayi_IA_Scythians_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,956387,508779,M,Xinjiang Family K (2 members) (C785/C4263-C787 have a 1d relationship),..,R1b1a2a2c1,978,C4,..,0.044769707,..,ds.half,L5200,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4260.SG,C4260,C4260,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2152,86,351-52 calBCE,..,China_Xinjiang_Tangbalesayi_IA_Scythians_Wusun_possible,"Xinjiang, Yili Region, Nileke  County, Tangbalesayi ",China,43.6,82.62,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,986661,526621,F,n/a (no relatives detected),n/a (female),n/a (female),274,U2e1'2'3,..,0.054272676,..,ds.half,L7820,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
